id_actv,nombre_actv,descripcion,fecha_inicio,fecha_fin,id_equipo_soporte,id_empleado,id_estado,id_orden
189,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-07-13,2022-07-14,0,700,4,189
190,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-07-15,2022-07-17,0,751,6,190
191,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-07-16,2022-07-17,0,86,2,191
192,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-07-16,2022-07-18,17,78,5,192
193,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-07-18,2022-07-18,0,817,4,193
194,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-07-19,2022-07-20,0,303,7,194
195,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-07-19,2022-07-21,0,318,3,195
196,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-07-21,2022-07-23,0,141,1,196
197,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-07-22,2022-07-22,0,68,7,197
198,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-07-22,2022-07-23,0,77,4,198
199,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-07-24,2022-07-25,13,822,4,199
200,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-07-25,2022-07-25,0,188,1,200
201,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-07-25,2022-07-25,0,45,2,201
202,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-07-27,2022-07-29,0,881,4,202
203,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-07-28,2022-07-29,0,471,3,203
204,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-07-28,2022-07-30,0,806,1,204
205,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-07-30,2022-07-31,0,254,6,205
206,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-07-31,2022-08-01,11,748,6,206
207,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-07-31,2022-07-31,0,465,1,207
208,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-08-02,2022-08-03,0,587,1,208
209,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-08-03,2022-08-04,0,942,1,209
210,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-08-03,2022-08-03,0,267,4,210
211,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-08-05,2022-08-05,0,384,7,211
212,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-08-06,2022-08-08,0,129,7,212
213,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-08-06,2022-08-07,0,263,3,213
214,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-08-08,2022-08-10,0,871,4,214
215,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-08-09,2022-08-11,0,219,3,215
216,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-08-09,2022-08-11,0,959,2,216
217,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-08-11,2022-08-12,0,855,3,217
218,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-08-12,2022-08-12,0,684,6,218
219,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-08-12,2022-08-14,0,738,2,219
220,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-08-14,2022-08-16,0,709,7,220
221,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-08-15,2022-08-17,0,723,6,221
222,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-08-15,2022-08-15,0,187,3,222
223,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-08-17,2022-08-18,0,691,7,223
224,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-08-18,2022-08-20,0,351,1,224
225,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-08-18,2022-08-19,0,298,4,225
226,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-08-20,2022-08-22,0,109,1,226
227,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-08-21,2022-08-21,0,831,4,227
228,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-08-21,2022-08-23,15,91,2,228
229,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-08-23,2022-08-23,0,594,3,229
230,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-08-24,2022-08-26,0,663,3,230
231,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-08-24,2022-08-26,0,730,3,231
232,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-08-26,2022-08-27,0,131,4,232
233,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-08-27,2022-08-29,6,705,6,233
234,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-08-27,2022-08-29,0,897,7,234
235,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-08-29,2022-08-30,0,40,6,235
236,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-08-30,2022-08-30,0,349,3,236
237,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-08-30,2022-08-31,0,31,2,237
238,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-09-01,2022-09-02,0,167,2,238
239,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-09-02,2022-09-04,0,577,1,239
240,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-09-02,2022-09-03,0,739,5,240
241,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-09-04,2022-09-04,0,453,1,241
242,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-09-05,2022-09-05,0,757,3,242
243,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-09-05,2022-09-06,0,754,7,243
244,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-09-07,2022-09-07,0,987,6,244
245,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-09-08,2022-09-10,0,964,5,245
246,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-09-08,2022-09-10,0,944,7,246
247,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-09-10,2022-09-10,0,944,7,247
248,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-09-11,2022-09-12,0,497,6,248
249,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-09-11,2022-09-12,0,32,5,249
250,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-09-13,2022-09-14,0,780,1,250
251,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-09-14,2022-09-16,0,222,4,251
252,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-09-14,2022-09-14,0,641,1,252
253,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-09-16,2022-09-17,0,39,2,253
254,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-09-17,2022-09-18,0,282,5,254
255,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-09-17,2022-09-18,0,329,7,255
256,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-09-19,2022-09-19,0,955,3,256
257,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-09-20,2022-09-22,0,245,4,257
258,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-09-20,2022-09-22,0,189,2,258
259,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-09-22,2022-09-23,0,577,4,259
260,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-09-23,2022-09-24,0,483,3,260
261,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-09-23,2022-09-23,0,666,3,261
262,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-09-25,2022-09-27,0,132,2,262
263,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-09-26,2022-09-27,0,850,1,263
264,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-09-26,2022-09-28,11,466,2,264
265,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-09-28,2022-09-30,0,704,1,265
266,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-09-29,2022-09-29,0,230,1,266
267,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-09-29,2022-09-29,0,369,2,267
268,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-10-01,2022-10-02,0,232,4,268
269,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-10-02,2022-10-02,0,716,5,269
270,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-10-02,2022-10-03,0,549,1,270
271,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-10-04,2022-10-06,0,703,2,271
272,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-10-05,2022-10-06,0,857,6,272
273,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-10-05,2022-10-05,0,124,5,273
274,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-10-07,2022-10-09,0,538,2,274
275,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-10-08,2022-10-10,0,907,1,275
276,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-10-08,2022-10-10,0,496,1,276
277,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-10-10,2022-10-10,0,436,4,277
278,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-10-11,2022-10-11,0,186,6,278
279,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-10-11,2022-10-13,0,263,1,279
280,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-10-13,2022-10-14,0,567,4,280
281,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-10-14,2022-10-15,19,689,7,281
282,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-10-14,2022-10-15,0,954,2,282
283,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-10-16,2022-10-16,0,658,2,283
284,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-10-17,2022-10-17,0,899,6,284
285,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-10-17,2022-10-18,15,914,6,285
286,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-10-19,2022-10-20,0,651,4,286
287,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-10-20,2022-10-22,0,773,3,287
288,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-10-20,2022-10-21,0,875,2,288
289,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-10-22,2022-10-23,0,110,2,289
290,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-10-23,2022-10-24,0,566,5,290
291,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-10-23,2022-10-24,0,427,5,291
292,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-10-25,2022-10-25,0,539,2,292
293,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-10-26,2022-10-28,0,655,3,293
294,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-10-26,2022-10-28,0,956,7,294
295,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-10-28,2022-10-30,0,798,2,295
296,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-10-29,2022-10-30,0,193,3,296
297,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-10-29,2022-10-31,0,117,7,297
298,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-10-31,2022-11-01,0,675,2,298
299,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-11-01,2022-11-01,0,941,1,299
300,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-11-01,2022-11-03,0,253,4,300
301,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-11-03,2022-11-03,0,995,2,301
302,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-11-04,2022-11-06,0,489,5,302
303,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-11-04,2022-11-04,0,748,4,303
304,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-11-06,2022-11-06,0,712,5,304
305,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-11-07,2022-11-09,0,343,5,305
306,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-11-07,2022-11-08,0,257,2,306
307,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-11-09,2022-11-10,0,845,7,307
308,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-11-10,2022-11-10,0,888,1,308
309,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-11-10,2022-11-12,0,631,3,309
310,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-11-12,2022-11-13,0,103,1,310
311,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-11-13,2022-11-13,0,932,5,311
312,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-11-13,2022-11-15,0,73,7,312
313,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-11-15,2022-11-17,0,726,7,313
314,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-11-16,2022-11-17,0,688,6,314
315,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-11-16,2022-11-18,0,198,1,315
316,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-11-18,2022-11-18,0,788,3,316
317,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-11-19,2022-11-20,0,448,5,317
318,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-11-19,2022-11-21,0,386,3,318
319,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-11-21,2022-11-22,0,180,2,319
320,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-11-22,2022-11-23,10,280,7,320
321,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-11-22,2022-11-22,0,449,3,321
322,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-11-24,2022-11-25,0,219,3,322
323,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-11-25,2022-11-26,10,187,5,323
324,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-11-25,2022-11-25,16,570,7,324
325,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-11-27,2022-11-29,0,696,2,325
326,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-11-28,2022-11-29,0,57,2,326
327,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-11-28,2022-11-29,0,679,5,327
328,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-11-30,2022-11-30,0,520,2,328
329,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-12-01,2022-12-02,0,902,2,329
330,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-12-01,2022-12-01,0,449,2,330
331,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-12-03,2022-12-04,0,638,6,331
332,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-12-04,2022-12-05,0,243,1,332
333,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-12-04,2022-12-04,0,628,2,333
334,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-12-06,2022-12-07,0,60,7,334
335,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-12-07,2022-12-07,0,651,6,335
336,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-12-07,2022-12-08,0,445,7,336
337,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-12-09,2022-12-09,0,192,1,337
338,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-12-10,2022-12-10,0,263,2,338
339,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-12-10,2022-12-10,0,721,1,339
340,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-12-12,2022-12-13,0,459,1,340
341,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-12-13,2022-12-13,0,428,3,341
342,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-12-13,2022-12-13,0,902,3,342
343,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-12-15,2022-12-17,0,483,3,343
344,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-12-16,2022-12-16,9,399,7,344
345,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-12-16,2022-12-17,0,95,7,345
346,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-12-18,2022-12-18,0,184,7,346
347,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-12-19,2022-12-20,6,50,4,347
348,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-12-19,2022-12-19,0,733,3,348
349,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-12-21,2022-12-23,0,712,6,349
350,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-12-22,2022-12-24,0,463,4,350
351,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-12-22,2022-12-23,0,180,3,351
352,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-12-24,2022-12-24,0,649,7,352
353,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-12-25,2022-12-27,0,271,3,353
354,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-12-25,2022-12-25,0,281,2,354
355,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-12-27,2022-12-27,0,703,7,355
356,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-12-28,2022-12-30,0,177,7,356
357,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-12-28,2022-12-28,0,788,1,357
358,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-12-30,2022-12-30,0,993,2,358
359,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-12-31,2022-12-31,0,21,3,359
360,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-12-31,2023-01-02,0,162,1,360
361,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-01-02,2023-01-04,16,808,1,361
362,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-01-03,2023-01-04,19,380,3,362
363,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-01-03,2023-01-05,0,68,7,363
364,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-01-05,2023-01-05,0,60,2,364
365,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-01-06,2023-01-08,0,282,6,365
366,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-01-06,2023-01-07,0,105,1,366
367,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-01-08,2023-01-09,0,611,6,367
368,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-01-09,2023-01-11,0,905,2,368
369,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-01-09,2023-01-09,2,916,7,369
370,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-01-11,2023-01-11,0,311,5,370
371,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-01-12,2023-01-14,0,222,6,371
372,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-01-12,2023-01-14,0,656,4,372
373,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-01-14,2023-01-16,0,830,1,373
374,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-01-15,2023-01-15,0,742,3,374
375,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-01-15,2023-01-16,0,282,7,375
376,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-01-17,2023-01-18,0,89,7,376
377,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-01-18,2023-01-18,0,634,4,377
