id_plan,descripcion,fecha_plan,empleado_asigna,id_criticidad
262,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2022-09-25,3,1
263,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2022-09-26,3,2
264,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2022-09-26,20,2
265,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2022-09-28,3,3
266,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2022-09-29,3,1
267,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2022-09-29,10,3
268,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2022-10-01,2,1
269,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2022-10-02,5,3
270,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2022-10-02,15,2
271,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2022-10-04,11,2
272,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2022-10-05,4,1
273,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2022-10-05,17,1
274,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2022-10-07,7,3
275,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2022-10-08,18,1
276,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2022-10-08,14,1
277,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2022-10-10,13,1
278,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2022-10-11,18,1
279,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2022-10-11,20,2
280,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2022-10-13,3,1
281,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2022-10-14,4,2
282,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2022-10-14,10,2
283,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2022-10-16,14,3
284,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2022-10-17,17,2
285,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2022-10-17,3,2
286,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2022-10-19,10,2
287,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2022-10-20,5,3
288,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2022-10-20,3,1
289,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2022-10-22,14,2
290,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2022-10-23,1,1
291,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2022-10-23,9,2
292,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2022-10-25,3,1
293,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2022-10-26,12,3
294,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2022-10-26,13,3
295,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2022-10-28,5,1
296,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2022-10-29,7,2
297,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2022-10-29,17,2
298,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2022-10-31,18,1
299,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2022-11-01,5,2
300,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2022-11-01,13,2
301,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2022-11-03,13,2
302,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2022-11-04,20,2
303,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2022-11-04,11,2
304,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2022-11-06,13,1
305,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2022-11-07,3,3
306,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2022-11-07,12,1
307,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2022-11-09,4,3
308,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2022-11-10,18,2
309,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2022-11-10,2,1
310,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2022-11-12,19,2
311,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2022-11-13,9,2
312,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2022-11-13,13,1
313,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2022-11-15,14,1
314,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2022-11-16,4,2
315,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2022-11-16,17,2
316,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2022-11-18,15,3
317,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2022-11-19,5,3
318,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2022-11-19,4,3
319,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2022-11-21,19,2
320,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2022-11-22,7,1
321,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2022-11-22,2,3
322,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2022-11-24,8,1
323,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2022-11-25,3,2
324,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2022-11-25,15,2
325,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2022-11-27,16,2
326,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2022-11-28,3,2
327,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2022-11-28,5,2
328,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2022-11-30,5,3
329,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2022-12-01,4,2
330,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2022-12-01,1,1
331,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2022-12-03,13,1
332,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2022-12-04,1,3
333,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2022-12-04,16,1
334,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2022-12-06,12,1
335,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2022-12-07,18,1
336,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2022-12-07,12,3
337,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2022-12-09,7,1
338,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2022-12-10,9,1
339,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2022-12-10,3,3
340,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2022-12-12,4,2
341,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2022-12-13,14,1
342,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2022-12-13,6,2
343,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2022-12-15,11,1
344,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2022-12-16,4,2
345,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2022-12-16,19,2
346,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2022-12-18,15,1
347,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2022-12-19,12,3
348,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2022-12-19,3,3
349,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2022-12-21,4,1
350,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2022-12-22,8,3
351,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2022-12-22,10,3
352,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2022-12-24,13,3
353,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2022-12-25,18,2
354,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2022-12-25,9,2
355,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2022-12-27,17,3
356,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2022-12-28,10,3
357,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2022-12-28,7,3
358,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2022-12-30,8,2
359,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2022-12-31,18,1
360,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2022-12-31,13,1
361,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-01-02,11,3
362,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-01-03,12,2
363,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-01-03,13,3
364,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-01-05,9,2
365,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-01-06,12,1
366,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-01-06,16,1
367,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-01-08,8,2
368,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-01-09,4,2
369,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-01-09,6,2
370,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-01-11,1,2
371,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-01-12,3,3
372,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-01-12,8,2
373,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-01-14,17,1
374,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-01-15,8,2
375,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-01-15,17,3
376,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-01-17,5,3
377,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-01-18,1,1
378,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-01-18,1,2
379,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-01-20,16,2
380,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-01-21,8,3
381,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-01-21,15,2
382,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-01-23,11,3
383,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-01-24,6,2
384,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-01-24,12,2
385,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-01-26,7,2
386,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-01-27,19,1
387,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-01-27,15,3
388,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-01-29,6,3
389,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-01-30,9,2
390,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-01-30,8,1
391,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-02-01,13,1
392,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-02-02,14,3
393,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-02-02,10,2
394,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-02-04,5,1
395,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-02-05,1,1
396,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-02-05,9,1
397,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-02-07,20,1
398,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-02-08,17,1
399,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-02-08,6,1
400,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-02-10,1,1
401,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-02-11,10,2
402,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-02-11,9,1
403,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-02-13,16,2
404,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-02-14,4,3
405,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-02-14,7,1
406,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-02-16,15,3
407,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-02-17,11,3
408,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-02-17,3,2
409,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-02-19,20,1
410,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-02-20,4,2
411,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-02-20,2,3
412,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-02-22,12,3
413,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-02-23,20,2
414,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-02-23,3,1
415,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-02-25,8,2
416,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-02-26,14,2
417,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-02-26,4,2
418,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-02-28,11,2
419,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-03-01,4,3
420,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-03-01,9,2
421,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-03-03,3,2
422,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-03-04,3,2
423,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-03-04,9,2
424,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-03-06,14,2
425,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-03-07,2,1
426,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-03-07,6,1
427,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-03-09,20,2
428,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-03-10,4,1
429,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-03-10,13,3
430,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-03-12,5,2
431,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-03-13,13,3
432,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-03-13,2,1
433,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-03-15,5,3
434,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-03-16,10,2
435,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-03-16,9,3
436,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-03-18,20,1
437,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-03-19,1,3
438,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-03-19,7,3
439,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-03-21,14,3
440,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-03-22,18,1
441,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-03-22,2,3
442,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-03-24,12,3
443,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-03-25,7,3
444,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-03-25,10,1
445,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-03-27,10,2
446,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-03-28,11,2
447,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-03-28,10,3
448,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-03-30,17,1
449,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-03-31,14,1
450,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-03-31,7,1
451,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-04-02,13,3
452,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-04-03,6,3
453,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-04-03,6,1
454,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-04-05,8,2
455,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-04-06,18,2
456,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-04-06,15,3
457,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-04-08,4,3
458,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-04-09,11,2
459,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-04-09,2,1
460,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-04-11,15,2
461,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-04-12,7,3
462,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-04-12,2,2
463,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-04-14,5,1
464,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-04-15,17,3
465,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-04-15,14,2
466,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-04-17,9,1
467,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-04-18,16,1
468,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-04-18,1,1
469,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-04-20,1,1
470,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-04-21,18,1
471,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-04-21,9,3
472,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-04-23,4,1
473,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-04-24,18,1
474,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-04-24,17,1
475,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-04-26,2,3
476,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-04-27,20,1
477,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-04-27,14,3
478,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-04-29,4,1
479,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-04-30,20,1
480,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-04-30,12,1
481,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-05-02,8,1
482,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-05-03,16,3
483,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-05-03,1,2
484,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-05-05,3,3
485,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-05-06,9,1
486,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-05-06,5,3
487,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-05-08,5,1
488,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-05-09,4,1
489,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-05-09,4,3
490,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-05-11,6,1
491,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-05-12,4,3
492,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-05-12,5,2
493,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-05-14,12,2
494,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-05-15,11,2
495,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-05-15,4,1
496,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-05-17,2,3
497,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-05-18,3,1
498,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-05-18,7,3
499,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-05-20,20,3
500,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-05-21,6,3
501,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-05-21,4,2
502,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-05-23,2,2
503,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-05-24,15,1
504,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-05-24,4,1
505,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-05-26,10,3
506,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-05-27,16,1
507,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-05-27,7,1
508,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-05-29,16,3
509,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-05-30,19,3
510,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-05-30,12,3
511,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-06-01,20,1
512,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-06-02,8,2
513,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-06-02,8,3
514,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-06-04,5,1
515,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-06-05,8,2
516,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-06-05,2,3
517,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-06-07,3,3
518,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-06-08,4,2
519,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-06-08,13,2
520,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-06-10,19,3
521,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-06-11,3,3
522,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-06-11,2,3
