id_notificacion,Asunto,mensaje,fecha_notificacion,id_remitente,id_destinatario,Id_registro,Id_reporte,id_tipo
246,Problema con la impresión del documento,¿Has completado la revisión de los documentos que te envié la semana pasada?,02/09/2024,128,41,,58,1
247,Error al procesar el pago,¿Qué opinas de la idea que propuse en la última reunión?,03/09/2024,277,56,,18,1
248,Error en la dirección de envío,¿Qué te parece si nos reunimos para discutir las estrategias de comunicación?,04/09/2024,151,265,,7,1
249,Error al enviar el mensaje,confirma si puedes asistir a la reunión de mañana,05/09/2024,105,226,,42,1
250,Error al abrir el archivo adjunto,¿Podrías enviarme tus comentarios sobre el informe de sostenibilidad que elaboramos?,06/09/2024,37,259,,22,1
251,Fallo en la copia de seguridad,Por favor,07/09/2024,230,271,,25,1
252,Error al guardar los cambios,¿Has recibido la información que te envié por correo?,08/09/2024,87,145,,35,1
253,Error en la traducción del texto,¿Podemos programar una reunión para analizar los resultados de la encuesta?,09/09/2024,175,8,,91,1
254,Error en la reserva del hotel,¿Qué te parece si nos reunimos para discutir las estrategias de comunicación?,10/09/2024,178,236,,20,1
255,Fallo en la actualización de la aplicación,Por favor,11/09/2024,13,189,,37,1
256,Fallo en la carga de la imagen,¿Podemos coordinar una llamada para revisar los detalles logísticos del evento virtual?,12/09/2024,98,116,,91,1
257,Fallo en la sincronización de correos,¿Podemos coordinar una llamada para discutir el presupuesto?,13/09/2024,278,244,,29,1
258,Error en la reserva del hotel,¿Podemos coordinar una llamada para analizar los datos del informe?,14/09/2024,66,246,,11,1
259,Fallo en la carga de la imagen,¿Podemos programar una reunión para analizar los resultados de la encuesta?,15/09/2024,25,223,,85,1
260,Fallo en la sincronización de correos,¿Podemos coordinar una llamada para revisar los detalles logísticos del evento virtual?,16/09/2024,55,190,,60,1
261,Error en la dirección de envío,Necesito tu opinión sobre la propuesta que estoy preparando,17/09/2024,203,242,,38,1
262,Fallo en la carga de la página,¿Has recibido la información que te envié por correo?,18/09/2024,282,134,,76,1
263,Fallo en la sincronización de correos,¿Has recibido la información que te envié por correo?,19/09/2024,220,294,,62,1
264,Error al enviar el mensaje,confirma si estás de acuerdo con la fecha y hora de la reunión,20/09/2024,238,147,,23,1
265,Fallo en la actualización de la aplicación,¿Qué opinas de la estrategia que estamos siguiendo?,21/09/2024,62,196,,10,1
266,Problema con la contraseña,¿Podemos reunirnos para hablar de los objetivos del trimestre?,22/09/2024,206,284,,30,1
267,Problema con la contraseña,¿Podemos programar una reunión para revisar el plan de formación del equipo?,23/09/2024,121,18,,69,1
268,Problema con la entrega del pedido,confirma si estás de acuerdo con la fecha y hora de la reunión,24/09/2024,256,159,,74,1
269,Fallo en la actualización de la aplicación,¿Has recibido la confirmación de la reserva para la conferencia que vamos a asistir?,25/09/2024,18,31,,35,1
270,Problema con la configuración de la cuenta,confirma si estás de acuerdo con la fecha y hora de la reunión,26/09/2024,46,49,,17,1
271,Problema con la reserva del vuelo,¿Podemos reunirnos para hablar de los objetivos del trimestre?,27/09/2024,223,40,,97,1
272,Problema con la entrega del pedido,¿Has recibido la información que te envié por correo?,28/09/2024,147,195,,28,1
273,Fallo en la carga de la página,confirma si puedes asistir a la reunión de presentación de resultados,29/09/2024,180,118,,38,1
274,Error al procesar el pago,¿Has recibido la confirmación de la reserva para la conferencia que vamos a asistir?,30/09/2024,160,233,,84,1
275,Error al abrir el archivo adjunto,¿Podemos programar una llamada para aclarar dudas sobre el proyecto?,01/10/2024,161,90,,66,1
276,Fallo en la actualización de la aplicación,Por favor,01/01/2024,277,186,,82,1
277,Error en la página web,¿Qué te parece si nos reunimos para hablar de la estrategia?,02/01/2024,235,94,,53,1
278,Problema con la sincronización de calendario,confirma si estás de acuerdo con el enfoque que propuse,03/01/2024,230,128,,22,1
279,Problema con la entrega del pedido,¿Qué te parece si nos reunimos para hablar de la estrategia?,04/01/2024,22,93,,41,1
280,Error en la instalación del programa,Por favor,05/01/2024,63,251,,13,1
281,Problema con la contraseña,Por favor,06/01/2024,120,49,,35,1
282,Problema con la sincronización de calendario,¿Has recibido la confirmación de la reserva para la conferencia que vamos a asistir?,07/01/2024,29,278,,32,1
283,Error al procesar el pago,¿Has enviado la documentación necesaria para el proyecto que estamos gestionando?,08/01/2024,208,255,,25,1
284,Fallo en la sincronización de datos,¿Qué opinas de la propuesta de expansión que te presenté la semana pasada?,09/01/2024,197,212,,22,1
285,Error en la página web,¿Has completado la tarea que te asigné la semana pasada?,10/01/2024,71,36,,98,1
286,Fallo en la descarga del archivo,¿Qué opinas de la idea que propuse en la última reunión?,11/01/2024,107,289,,54,1
287,Fallo en la carga de la página,¿Qué te parece si nos reunimos para discutir los próximos pasos?,12/01/2024,77,253,,81,1
288,Problema con la suscripción al servicio,¿Has recibido la confirmación de la reunión que programamos para mañana?,13/01/2024,216,133,,50,1
289,Error al procesar el pago,confirma si estás de acuerdo con el enfoque que propuse,14/01/2024,77,9,,84,1
290,Problema con la sincronización de calendario,Por favor,15/01/2024,219,105,,82,1
291,Fallo en la sincronización de datos,¿Podemos coordinar una llamada para resolver las dudas pendientes?,16/01/2024,57,14,,69,1
292,Fallo en la actualización del software,¿Qué te parece si nos reunimos para discutir las estrategias de fidelización?,17/01/2024,223,108,,99,1
293,Error al guardar los cambios,Por favor,18/01/2024,224,116,,82,1
294,Error en la reserva del hotel,¿Podrías enviarme tus comentarios sobre el informe de sostenibilidad que elaboramos?,19/01/2024,35,121,,39,1
295,Problema con la sincronización de calendario,¿Qué opinas de la propuesta de colaboración que te presenté?,20/01/2024,53,272,,76,1
296,Fallo en la sincronización de correos,¿Qué opinas de la idea que propuse en la última reunión?,21/01/2024,50,262,,10,1
297,Problema con la reproducción del video,confirma si estás de acuerdo con el plan de acción propuesto,22/01/2024,166,235,,6,1
298,Fallo en la carga de la página,¿Podemos programar una reunión para revisar el plan de formación del equipo?,23/01/2024,200,155,,72,1
299,Error en la facturación,¿Podrías enviarme tus comentarios sobre el informe de sostenibilidad que elaboramos?,24/01/2024,61,182,,47,1
300,Error en la instalación del programa,confirma si puedes asistir a la reunión de presentación de resultados,25/01/2024,55,52,,31,1
301,Invitación a taller de capacitación,confirma si estás de acuerdo con la fecha y hora de la reunión,26/01/2024,60,71,,,2
302,Confirmación de pago,¿Podrías enviarme tus sugerencias para mejorar el proceso de trabajo?,27/01/2024,232,237,,,2
303,Invitación a evento,Por favor,28/01/2024,84,286,,,2
304,Felicitaciones por el logro,¿Has recibido la confirmación de la reunión que programamos para mañana?,29/01/2024,267,74,,,2
305,Invitación a cena,¿Has revisado la presentación que preparé para la reunión de mañana?,30/01/2024,5,252,,,2
306,Felicitaciones por el aniversario,¿Has enviado la información solicitada al cliente?,31/01/2024,186,60,,,2
307,Solicitud de patrocinio,¿Qué te parece si nos reunimos para discutir las estrategias de fidelización?,01/02/2024,241,139,,,2
308,Feliz Año Nuevo,confirma si estás de acuerdo con la fecha y hora de la reunión,02/02/2024,89,22,,,2
309,Felicitaciones por el premio,¿Qué te parece si nos reunimos para discutir los próximos pasos?,03/02/2024,4,170,,,2
310,Confirmación de reserva de restaurante,confirma si puedes asistir a la reunión de presentación de resultados,04/02/2024,290,253,,,2
311,Invitación a presentación de producto,Por favor,05/02/2024,52,201,,,2
312,Solicitud de cancelación,Por favor,06/02/2024,113,219,,,2
313,Felicitaciones por el logro académico,¿Qué te parece si nos reunimos para discutir los próximos pasos?,07/02/2024,232,69,,,2
314,Confirmación de reserva,¿Qué opinas de la idea que propuse en la última reunión?,08/02/2024,154,179,,,2
315,Felicitaciones por el éxito,¿Has completado la revisión de los documentos que te envié la semana pasada?,09/02/2024,29,240,,,2
316,Solicitud de cambio de contraseña,confirma si puedes asistir a la reunión de presentación de resultados,10/02/2024,121,128,,,2
317,Recordatorio de reunión,¿Qué opinas de la propuesta de mejora que discutimos en la última reunión?,11/02/2024,180,299,,,2
318,Felicitaciones por el aniversario de la empresa,Por favor,12/02/2024,65,275,,,2
319,Recordatorio de fecha de lanzamiento,¿Has revisado la presentación que preparé para la reunión de mañana?,13/02/2024,33,38,,,2
320,Solicitud de cambio de método de pago,¿Podrías enviarme tus comentarios sobre el plan de marketing que elaboramos?,14/02/2024,33,153,,,2
321,Invitación a webinar,¿Podemos discutir los detalles del proyecto mañana?,15/02/2024,230,56,,,2
322,Solicitud de patrocinio para evento,¿Qué opinas de la propuesta de colaboración que te presenté?,16/02/2024,44,203,,,2
323,Invitación a taller de capacitación,Por favor,17/02/2024,143,104,,,2
324,Felicitaciones por el logro académico,¿Podemos coordinar una llamada para discutir los cambios en el plan de negocio?,18/02/2024,154,234,,,2
325,Aviso de interrupción de servicio,¿Podrías enviarme tus sugerencias para mejorar el proceso de trabajo?,19/02/2024,205,46,,,2
326,Confirmación de pedido,¿Podrías enviarme tus comentarios sobre el informe de sostenibilidad que elaboramos?,20/02/2024,38,75,,,2
327,Invitación a taller de capacitación,¿Podemos programar una reunión para revisar el plan de formación del equipo?,21/02/2024,229,159,,,2
328,Aviso de cierre temporal,¿Has recibido la confirmación de la reserva para la conferencia que vamos a asistir?,22/02/2024,181,164,,,2
329,Recordatorio de plazo de entrega,¿Podrías enviarme tus comentarios sobre el informe de sostenibilidad que elaboramos?,23/02/2024,170,18,,,2
330,Aviso importante,¿Has revisado el informe de progreso que te envié por correo?,24/02/2024,273,213,,,2
331,Recordatorio de fecha de inicio de proyecto,¿Qué opinas de la estrategia que estamos siguiendo?,25/02/2024,45,220,,,2
332,Recordatorio de cita médica,confirma si puedes asistir a la reunión de mañana,26/02/2024,140,236,,,2
333,Invitación a taller de capacitación,¿Podemos programar una llamada para aclarar dudas sobre el proyecto?,27/02/2024,209,150,,,2
334,Felicitaciones por el ascenso,¿Podrías enviarme tus sugerencias para optimizar el proceso de producción?,28/02/2024,121,300,,,2
335,Recordatorio de fecha de entrega,¿Podemos coordinar una llamada para discutir los cambios en el plan de negocio?,29/02/2024,150,204,,,2
336,Recordatorio de plazo de entrega,confirma si puedes asistir a la reunión de presentación de resultados,01/03/2024,221,275,,,2
337,Aviso importante,¿Qué opinas de la estrategia de marketing que estamos implementando?,02/03/2024,300,240,,,2
338,Invitación a fiesta,¿Podrías revisar la presentación antes de la reunión?,03/03/2024,98,44,,,2
339,Solicitud de presupuesto,¿Podemos coordinar una llamada para analizar los datos del informe?,04/03/2024,230,207,,,2
340,Confirmación de pedido,¿Podemos discutir los cambios que sugieres en el documento?,05/03/2024,286,154,,,2
341,Solicitud de devolución,¿Qué te parece si nos reunimos para planificar la estrategia de lanzamiento?,06/03/2024,270,211,,,2
342,Instrucciones para la entrega,¿Qué te parece si nos reunimos para discutir los resultados del estudio?,07/03/2024,155,172,,,2
343,Confirmación de envío,¿Podemos discutir los detalles del proyecto mañana?,08/03/2024,207,133,,,2
344,Confirmación de asistencia a evento,¿Podrías revisar la presentación antes de la reunión?,09/03/2024,148,177,,,2
345,Felicitaciones por el aniversario,¿Podemos coordinar una llamada para revisar los detalles logísticos del evento virtual?,10/03/2024,266,294,,,2
346,Felicitaciones por el logro académico,¿Puedes enviarme los datos actualizados para el informe mensual?,11/03/2024,117,122,,,2
347,Aviso de cambio de número de contacto,¿Podrías enviarme los detalles del evento que estamos organizando?,12/03/2024,4,172,,,2
348,Felicitaciones por el reconocimiento,¿Qué te parece si nos reunimos para planificar la estrategia de lanzamiento?,13/03/2024,118,238,,,2
349,Recordatorio de fecha de inicio de proyecto,¿Podemos programar una reunión para revisar el plan de formación del equipo?,14/03/2024,11,207,,,2
350,Solicitud de queja formal,¿Podemos programar una llamada para aclarar dudas sobre el proyecto?,15/03/2024,235,30,,,2
351,Feliz Año Nuevo,confirma si puedes asistir a la reunión de mañana,16/03/2024,16,19,,,2
352,Anuncio de promoción,¿Podemos programar una reunión para revisar el calendario de actividades?,17/03/2024,211,285,,,2
353,Agradecimiento por la ayuda,¿Has completado la revisión de los documentos que te envié la semana pasada?,18/03/2024,279,272,,,2
354,Invitación a evento,¿Qué opinas de la propuesta de colaboración que te presenté?,19/03/2024,257,61,,,2
355,Feliz Navidad,¿Has completado la revisión de los documentos que te envié la semana pasada?,20/03/2024,8,136,,,2
356,Invitación a seminario,Por favor,21/03/2024,73,17,,,2
357,Aviso importante,¿Qué te parece si revisamos juntos el plan de acción?,22/03/2024,93,53,,,2
358,Felicitaciones por el logro,¿Has recibido la información que te envié por correo?,23/03/2024,277,173,,,2
359,Solicitud de información adicional,confirma si puedes asistir a la reunión de mañana,24/03/2024,36,204,,,2
360,Propuesta de colaboración,¿Podemos discutir los detalles del proyecto mañana?,25/03/2024,272,38,,,2
361,Solicitud de información adicional,¿Podemos discutir los detalles del proyecto mañana?,26/03/2024,247,118,,,2
362,Felicitaciones por el reconocimiento,¿Qué te parece si nos reunimos para discutir los resultados del estudio?,27/03/2024,86,123,,,2
363,Feliz Año Nuevo,¿Podrías enviarme los detalles del evento que estamos organizando?,28/03/2024,147,80,,,2
364,Solicitud de soporte técnico,¿Podrías enviarme tus comentarios sobre el borrador del informe?,29/03/2024,58,50,,,2
365,Confirmación de participación,¿Podemos programar una reunión para analizar los resultados de la encuesta?,30/03/2024,3,92,,,2
366,Solicitud de renovación,¿Podrías enviarme tus comentarios sobre el plan de marketing que elaboramos?,31/03/2024,196,175,,,2
367,Invitación a presentación,¿Puedes enviarme los datos actualizados para el informe mensual?,01/04/2024,171,60,,,2
368,Solicitud de extensión de plazo,¿Has completado la revisión de los documentos que te envié la semana pasada?,02/04/2024,46,207,,,2
369,Invitación a cena,¿Qué opinas de la estrategia que estamos siguiendo?,03/04/2024,47,254,,,2
370,Recordatorio de fecha de inicio de proyecto,¿Qué te parece si nos reunimos para discutir las estrategias de comunicación?,04/04/2024,14,70,,,2
371,Felicitaciones por el premio,¿Podemos programar una reunión para evaluar el desempeño del equipo?,05/04/2024,17,241,,,2
372,Aviso de cierre por remodelación,¿Podrías enviarme tus comentarios sobre el informe de sostenibilidad que elaboramos?,06/04/2024,120,21,,,2
373,Aviso de cierre definitivo,confirma si estás de acuerdo con el enfoque que propuse,07/04/2024,205,245,,,2
374,Confirmación de reserva,¿Has revisado el informe de progreso que te envié por correo?,08/04/2024,121,175,,,2
375,Solicitud de información sobre producto,confirma si estás de acuerdo con la fecha y hora de la reunión,09/04/2024,64,158,,,2
376,Aviso de cambio de número de contacto,¿Podemos discutir los cambios que sugieres en el documento?,10/04/2024,249,175,,,2
377,Solicitud de información,¿Has recibido mis correos sobre el proyecto?,11/04/2024,158,85,,,2
378,Feliz cumpleaños,¿Qué te parece si nos reunimos para discutir las estrategias de fidelización?,12/04/2024,54,142,,,2
379,Recordatorio de reunión de equipo,¿Has enviado la información solicitada para la auditoría que estamos preparando?,13/04/2024,37,146,,,2
380,Consulta sobre proyecto,¿Podemos programar una reunión para revisar el calendario de actividades?,14/04/2024,228,14,,,2
381,Aviso de interrupción de servicio,¿Podemos coordinar una llamada para revisar los detalles logísticos del evento virtual?,15/04/2024,298,219,,,2
382,Solicitud de renovación,¿Has completado la revisión de los documentos que te envié la semana pasada?,16/04/2024,288,175,,,2
383,Confirmación de reserva de hotel,¿Qué opinas de la idea que propuse en la última reunión?,17/04/2024,50,123,,,2
384,Confirmación de reserva de hotel,¿Qué te parece si nos reunimos para discutir las estrategias de comunicación?,18/04/2024,213,204,,,2
385,Solicitud de devolución,confirma si puedes asistir a la reunión de mañana,19/04/2024,85,200,,,2
386,Recordatorio de tarea pendiente,¿Podrías enviarme tus comentarios sobre el informe de sostenibilidad que elaboramos?,20/04/2024,36,165,,,2
387,Invitación a taller de capacitación,Por favor,21/04/2024,41,289,,,2
388,Confirmación de pedido,¿Has recibido la información que te envié por correo?,22/04/2024,198,235,,,2
389,Confirmación de envío,¿Podemos programar una reunión para analizar los resultados de la encuesta?,23/04/2024,18,300,,,2
390,Aviso de cierre por remodelación,¿Qué te parece si nos reunimos para discutir las estrategias de comunicación?,24/04/2024,254,215,,,2
391,Felicitaciones por el premio,Por favor,25/04/2024,84,237,,,2
392,Confirmación de reserva de vuelo,¿Podemos coordinar una llamada para revisar los detalles logísticos del evento virtual?,26/04/2024,185,87,,,2
393,Felicitaciones por el logro,¿Podemos coordinar una llamada para discutir el presupuesto?,27/04/2024,58,272,,,2
394,Agradecimiento por la ayuda,¿Podemos coordinar una llamada para analizar los datos del informe?,28/04/2024,106,286,,,2
395,Agradecimiento por la ayuda,¿Podemos programar una reunión para analizar los resultados de la encuesta?,29/04/2024,39,11,,,2
396,Urgente: por favor leer,¿Podemos coordinar una llamada para revisar los detalles logísticos del evento virtual?,30/04/2024,201,204,,,2
397,Solicitud de extensión de plazo,Necesito tu opinión sobre la propuesta que estoy preparando,01/05/2024,66,73,,,2
398,Reclamo por servicio,¿Has recibido la información que te envié por correo?,02/05/2024,103,161,,,2
399,Hola amigo,¿Has recibido la información que te envié por correo?,03/05/2024,249,282,,,2
400,Confirmación de inscripción a curso,confirma si estás de acuerdo con la fecha y hora de la reunión,04/05/2024,132,56,,,2
401,Solicitud de patrocinio para evento,¿Qué opinas de la estrategia que estamos siguiendo?,05/05/2024,249,35,,,2
402,Felicitaciones por el logro,¿Podemos reunirnos para hablar de los objetivos del trimestre?,06/05/2024,234,197,,,2
403,Felicitaciones por el ascenso,¿Podemos programar una reunión para revisar el plan de formación del equipo?,07/05/2024,218,67,,,2
404,Confirmación de pago,confirma si estás de acuerdo con la fecha y hora de la reunión,08/05/2024,12,75,,,2
405,Recordatorio de tarea pendiente,¿Has recibido la confirmación de la reserva para la conferencia que vamos a asistir?,09/05/2024,209,215,,,2
406,Invitación a seminario,confirma si estás de acuerdo con la fecha y hora de la reunión,10/05/2024,248,218,,,2
407,Invitación a jornada de voluntariado,¿Podemos reunirnos para hablar de los objetivos del trimestre?,11/05/2024,296,260,,,2
408,Recordatorio de fecha de entrega,¿Has recibido la información que te envié por correo?,12/05/2024,121,53,,,2
409,Solicitud de cambio de horario,confirma si puedes asistir a la reunión de presentación de resultados,13/05/2024,289,189,,,2
410,Invitación a desayuno de trabajo,¿Has recibido la confirmación de la reserva para la conferencia que vamos a asistir?,14/05/2024,150,78,,,2
411,Solicitud de cambio de método de pago,¿Podemos programar una llamada para aclarar dudas sobre el proyecto?,15/05/2024,272,89,,,2
412,Feliz Navidad,Por favor,16/05/2024,146,151,,,2
413,Recordatorio de fecha de entrega,¿Qué te parece si nos reunimos para hablar de la estrategia?,17/05/2024,61,200,,,2
414,Invitación a taller de capacitación,confirma si estás de acuerdo con el enfoque que propuse,18/05/2024,59,75,,,2
415,Recordatorio de cita con cliente,¿Qué te parece si nos reunimos para hablar de la estrategia?,19/05/2024,131,180,,,2
416,Confirmación de asistencia a reunión,Por favor,20/05/2024,182,49,,,2
417,Solicitud de cambio de método de pago,Por favor,21/05/2024,193,125,,,2
418,Recordatorio de reunión de equipo,¿Has recibido la confirmación de la reserva para la conferencia que vamos a asistir?,22/05/2024,39,157,,,2
419,Feliz cumpleaños,¿Has enviado la documentación necesaria para el proyecto que estamos gestionando?,23/05/2024,45,17,,,2
420,Recordatorio de fecha de inicio de proyecto,¿Qué opinas de la propuesta de expansión que te presenté la semana pasada?,24/05/2024,53,137,,,2
421,Solicitud de colaboración artística,¿Has completado la tarea que te asigné la semana pasada?,25/05/2024,231,286,,,2
422,Confirmación de asistencia a reunión,¿Qué opinas de la idea que propuse en la última reunión?,26/05/2024,131,11,,,2
423,Invitación a webinar,¿Qué te parece si nos reunimos para discutir los próximos pasos?,27/05/2024,40,234,,,2
424,Aviso de cambio de horario de atención,¿Has recibido la confirmación de la reunión que programamos para mañana?,28/05/2024,238,207,,,2
425,Solicitud de reunión de emergencia,confirma si estás de acuerdo con el enfoque que propuse,29/05/2024,190,293,,,2
426,Recordatorio de fecha de inicio de proyecto,Por favor,30/05/2024,53,160,,,2
427,Instrucciones para la entrega,¿Podemos coordinar una llamada para resolver las dudas pendientes?,31/05/2024,240,14,,,2
428,Confirmación de asistencia,¿Qué te parece si nos reunimos para discutir las estrategias de fidelización?,01/06/2024,61,33,,,2
429,Invitación a evento,Por favor,02/06/2024,96,146,,,2
430,Recordatorio de fecha de entrega,¿Podrías enviarme tus comentarios sobre el informe de sostenibilidad que elaboramos?,03/06/2024,59,52,,,2
431,Urgente: por favor leer,¿Qué opinas de la propuesta de colaboración que te presenté?,04/06/2024,269,134,,,2
432,Invitación a jornada de voluntariado,¿Qué opinas de la idea que propuse en la última reunión?,05/06/2024,295,12,,,2
433,Felicitaciones por el premio,confirma si estás de acuerdo con el plan de acción propuesto,06/06/2024,232,2,,,2
434,Felicitaciones por el éxito,¿Podemos programar una reunión para revisar el plan de formación del equipo?,07/06/2024,98,120,,,2
435,Solicitud de información,¿Podrías enviarme tus comentarios sobre el informe de sostenibilidad que elaboramos?,08/06/2024,161,151,,,2
436,Solicitud de cancelación de servicio,confirma si puedes asistir a la reunión de presentación de resultados,09/06/2024,245,127,,,2
437,Invitación a exposición,confirma si estás de acuerdo con la fecha y hora de la reunión,10/06/2024,217,251,,,2
438,Recordatorio de tarea pendiente,¿Podrías enviarme tus sugerencias para mejorar el proceso de trabajo?,11/06/2024,130,186,,,2
439,Aviso de cierre temporal,Por favor,12/06/2024,269,8,,,2
440,Solicitud de entrevista,¿Has recibido la confirmación de la reunión que programamos para mañana?,13/06/2024,5,48,,,2
441,Solicitud de renovación,¿Has revisado la presentación que preparé para la reunión de mañana?,14/06/2024,80,44,,,2
442,Felicitaciones por el éxito,¿Has enviado la información solicitada al cliente?,15/06/2024,154,235,,,2
443,Invitación a fiesta,¿Qué te parece si nos reunimos para discutir las estrategias de fidelización?,16/06/2024,149,6,,,2
444,Solicitud de patrocinio para evento,confirma si estás de acuerdo con la fecha y hora de la reunión,17/06/2024,134,15,,,2
445,Solicitud de cambio de método de pago,¿Qué te parece si nos reunimos para discutir los próximos pasos?,18/06/2024,185,14,,,2
446,Felicitaciones por el logro,confirma si puedes asistir a la reunión de presentación de resultados,19/06/2024,283,12,,,2
447,Solicitud de información sobre producto,Por favor,20/06/2024,135,8,,,2
448,Felicitaciones por el éxito,Por favor,21/06/2024,286,285,,,2
449,Felicitaciones por el aniversario,¿Qué te parece si nos reunimos para discutir los próximos pasos?,22/06/2024,30,100,,,2
450,Solicitud de colaboración,¿Qué opinas de la idea que propuse en la última reunión?,23/06/2024,215,176,,,2
451,Aviso de cambio de número de contacto,¿Has completado la revisión de los documentos que te envié la semana pasada?,24/06/2024,86,191,,,2
452,Aviso de cierre definitivo,confirma si puedes asistir a la reunión de presentación de resultados,25/06/2024,194,276,,,2
453,Felicitaciones por el nuevo puesto,¿Qué opinas de la propuesta de mejora que discutimos en la última reunión?,26/06/2024,41,278,,,2
454,Aviso de mantenimiento,Por favor,27/06/2024,154,63,,,2
455,Solicitud de colaboración,¿Has revisado la presentación que preparé para la reunión de mañana?,28/06/2024,147,269,,,2
456,Solicitud de colaboración,¿Podrías enviarme tus comentarios sobre el plan de marketing que elaboramos?,29/06/2024,191,106,,,2
457,Invitación a webinar,¿Podemos discutir los detalles del proyecto mañana?,30/06/2024,114,36,,,2
458,Actualización de datos,¿Qué opinas de la propuesta de colaboración que te presenté?,01/07/2024,173,293,,,2
459,Solicitud de cancelación de servicio,Por favor,02/07/2024,33,97,,,2
460,Felicitaciones por el reconocimiento,¿Podemos coordinar una llamada para discutir los cambios en el plan de negocio?,03/07/2024,34,123,,,2
461,Feliz Navidad,¿Podrías enviarme tus sugerencias para mejorar el proceso de trabajo?,04/07/2024,250,162,,,2
462,Solicitud de entrevista,¿Podrías enviarme tus comentarios sobre el informe de sostenibilidad que elaboramos?,05/07/2024,45,115,,,2
463,Invitación a cena,¿Podemos programar una reunión para revisar el plan de formación del equipo?,06/07/2024,289,134,,,2
464,Confirmación de asistencia a evento,¿Has recibido la confirmación de la reserva para la conferencia que vamos a asistir?,07/07/2024,80,134,,,2
465,Invitación a presentación de producto,¿Podrías enviarme tus comentarios sobre el informe de sostenibilidad que elaboramos?,08/07/2024,279,264,,,2
466,Confirmación de reserva de vuelo,¿Has revisado el informe de progreso que te envié por correo?,09/07/2024,90,5,,,2
467,Solicitud de reclamo,¿Qué opinas de la estrategia que estamos siguiendo?,10/07/2024,242,109,,,2
468,Propuesta de colaboración,confirma si puedes asistir a la reunión de mañana,11/07/2024,111,258,,,2
469,Solicitud de colaboración artística,¿Podemos programar una llamada para aclarar dudas sobre el proyecto?,12/07/2024,49,49,,,2
470,Invitación a evento,¿Podrías enviarme tus sugerencias para optimizar el proceso de producción?,13/07/2024,239,133,,,2
471,Solicitud de devolución,¿Podemos coordinar una llamada para discutir los cambios en el plan de negocio?,14/07/2024,124,183,,,2
472,Solicitud de cambio de contraseña,confirma si puedes asistir a la reunión de presentación de resultados,15/07/2024,36,206,,,2
473,Invitación a seminario,¿Qué opinas de la estrategia de marketing que estamos implementando?,16/07/2024,21,210,,,2
474,Invitación a seminario,¿Podrías revisar la presentación antes de la reunión?,17/07/2024,270,62,,,2
475,Recordatorio de cita con cliente,¿Podemos coordinar una llamada para analizar los datos del informe?,18/07/2024,49,55,,,2
476,Feliz Navidad,¿Podemos discutir los cambios que sugieres en el documento?,19/07/2024,85,154,,,2
477,Invitación a desayuno de trabajo,¿Qué te parece si nos reunimos para planificar la estrategia de lanzamiento?,20/07/2024,94,173,,,2
478,Instrucciones para la entrega,¿Qué te parece si nos reunimos para discutir los resultados del estudio?,21/07/2024,261,268,,,2
479,Solicitud de cambio de horario,¿Podemos discutir los detalles del proyecto mañana?,22/07/2024,175,173,,,2
480,Aviso importante,¿Podrías revisar la presentación antes de la reunión?,23/07/2024,187,157,,,2
481,Feliz Año Nuevo,¿Podemos coordinar una llamada para revisar los detalles logísticos del evento virtual?,24/07/2024,25,144,,,2
482,Invitación a taller de capacitación,¿Puedes enviarme los datos actualizados para el informe mensual?,25/07/2024,93,110,,,2
483,Recordatorio de pago pendiente,¿Podrías enviarme los detalles del evento que estamos organizando?,26/07/2024,202,63,,,2
484,Confirmación de asistencia a evento,¿Qué te parece si nos reunimos para planificar la estrategia de lanzamiento?,27/07/2024,116,101,,,2
485,Aviso de cambio de política,¿Podemos programar una reunión para revisar el plan de formación del equipo?,28/07/2024,13,175,,,2
486,Aviso de cambio de horario de atención,¿Podemos programar una llamada para aclarar dudas sobre el proyecto?,29/07/2024,24,230,,,2
487,Aviso de cierre por remodelación,confirma si puedes asistir a la reunión de mañana,30/07/2024,15,235,,,2
488,Confirmación de asistencia a reunión,¿Podemos programar una reunión para revisar el calendario de actividades?,31/07/2024,70,285,,,2
489,Felicitaciones por el crecimiento,¿Has completado la revisión de los documentos que te envié la semana pasada?,01/08/2024,291,39,,,2
490,Confirmación de asistencia,¿Qué opinas de la propuesta de colaboración que te presenté?,02/08/2024,115,79,,,2
491,Invitación a taller de capacitación,¿Has completado la revisión de los documentos que te envié la semana pasada?,03/08/2024,48,29,,,2
492,Invitación a evento,Por favor,04/08/2024,91,88,,,2
493,Felicitaciones por el logro académico,¿Qué te parece si revisamos juntos el plan de acción?,05/08/2024,88,15,,,2
494,Solicitud de información,¿Has recibido la información que te envié por correo?,06/08/2024,145,29,,,2
495,Urgente: por favor leer,confirma si puedes asistir a la reunión de mañana,07/08/2024,66,183,,,2
496,Recordatorio de fecha límite,¿Podemos discutir los detalles del proyecto mañana?,08/08/2024,141,18,,,2
497,Confirmación de reserva de hotel,¿Podemos discutir los detalles del proyecto mañana?,09/08/2024,77,200,,,2
498,Solicitud de presupuesto,¿Qué te parece si nos reunimos para discutir los resultados del estudio?,10/08/2024,198,133,,,2
499,Urgente: por favor leer,¿Podrías enviarme los detalles del evento que estamos organizando?,11/08/2024,286,165,,,2
500,Feliz Navidad,¿Podrías enviarme tus comentarios sobre el borrador del informe?,12/08/2024,34,282,,,2
